,id,Wave,Answer,Repeater,Course,Group,Sex,outlier_type,outlier
6534,12665.0,m,1,0.0,3,304,0,0,0
7190,12665.0,n,1,0.0,3,304,0,0,0
3034,12666.0,g,1,0.0,1,103,1,0,0
3470,12666.0,h,1,0.0,1,103,1,0,0
4217,12666.0,i,1,0.0,2,203,1,0,0
4750,12666.0,j,1,0.0,2,203,1,0,0
5256,12666.0,k,1,0.0,2,203,1,0,0
6007,12666.0,l,1,0.0,3,303,1,0,0
6506,12666.0,m,1,0.0,3,303,1,0,0
7178,12666.0,n,1,0.0,3,303,1,0,0
3027,12667.0,g,1,0.0,1,103,0,0,0
3472,12667.0,h,1,0.0,1,103,0,0,0
4024,12667.0,i,1,3.0,1,105,0,0,0
4629,12667.0,j,1,2.0,1,105,0,0,0
5169,12667.0,k,1,1.0,1,105,0,10,1
5904,12667.0,l,0,0.0,2,204,0,0,0
6467,12667.0,m,1,0.0,2,204,0,0,0
7009,12667.0,n,1,0.0,2,204,0,1011,1
2950,12669.0,g,1,0.0,1,104,0,0,0
3487,12669.0,h,1,0.0,1,104,0,0,0
4081,12669.0,i,1,3.0,1,106,0,0,0
4615,12669.0,j,1,2.0,1,106,0,0,0
5094,12669.0,k,1,1.0,1,106,0,0,0
5908,12669.0,l,1,0.0,2,205,0,0,0
6431,12669.0,m,1,0.0,2,205,0,0,0
6946,12669.0,n,1,0.0,2,205,0,0,0
3103,12670.0,g,1,0.0,2,202,0,0,0
3600,12670.0,h,1,0.0,2,202,0,0,0
4294,12670.0,i,1,0.0,3,301,0,0,0
4929,12670.0,j,1,0.0,3,301,0,0,0
5508,12670.0,k,1,0.0,3,301,0,0,0
6108,12670.0,l,1,0.0,4,403,0,1,1
6664,12670.0,m,1,0.0,4,403,0,0,0
7254,12670.0,n,0,0.0,4,403,0,0,0
3152,12671.0,g,1,0.0,2,205,0,0,0
3671,12671.0,h,1,0.0,2,205,0,0,0
4304,12671.0,i,1,0.0,3,304,0,0,0
4852,12671.0,j,1,0.0,3,304,0,0,0
5460,12671.0,k,0,0.0,3,304,0,0,0
6119,12671.0,l,0,0.0,4,403,0,0,0
6651,12671.0,m,1,0.0,4,403,0,0,0
7315,12671.0,n,1,0.0,4,403,0,0,0
3265,12672.0,g,0,0.0,3,305,1,0,0
3747,12672.0,h,1,0.0,3,305,1,0,0
4436,12672.0,i,1,0.0,4,403,1,0,0
5067,12672.0,j,1,0.0,4,403,1,0,0
5628,12672.0,k,1,0.0,4,403,1,0,0
3443,12673.0,g,1,0.0,4,402,0,0,0
3960,12673.0,h,1,0.0,4,402,0,0,0
3426,12674.0,g,1,0.0,4,403,1,0,0
3927,12674.0,h,1,0.0,4,403,1,0,0
4514,12674.0,i,1,3.0,4,405,1,0,0
5066,12674.0,j,1,2.0,4,405,1,0,0
5590,12674.0,k,1,1.0,4,405,1,0,0
3398,12675.0,g,0,0.0,4,403,1,0,0
3930,12675.0,h,1,0.0,4,403,1,0,0
4446,12675.0,i,1,3.0,4,403,1,0,0
3346,12676.0,g,1,0.0,4,404,1,0,0
3874,12676.0,h,1,0.0,4,404,1,0,0
4424,12676.0,i,1,3.0,4,405,1,0,0
5062,12676.0,j,1,2.0,4,405,1,0,0
5586,12676.0,k,1,1.0,4,405,1,0,0
4025,17335.0,i,1,0.0,1,105,0,0,0
4628,17335.0,j,0,0.0,1,105,0,0,0
5170,17335.0,k,1,0.0,1,105,0,0,0
5854,17335.0,l,0,0.0,2,204,0,0,0
6465,17335.0,m,1,0.0,2,204,0,0,0
7011,17335.0,n,1,0.0,2,204,0,0,0
4023,17336.0,i,1,0.0,1,105,1,0,0
4630,17336.0,j,1,0.0,1,105,1,0,0
5168,17336.0,k,1,0.0,1,105,1,0,0
5941,17336.0,l,0,0.0,2,205,1,0,0
6425,17336.0,m,1,0.0,2,205,1,0,0
6933,17336.0,n,1,0.0,2,205,1,0,0
4019,17337.0,i,1,0.0,1,105,0,0,0
4634,17337.0,j,1,0.0,1,105,0,0,0
5114,17337.0,k,0,0.0,1,105,0,0,0
5800,17337.0,l,1,0.0,2,206,0,0,0
6444,17337.0,m,1,0.0,2,206,0,0,0
6953,17337.0,n,1,0.0,2,206,0,0,0
4209,17338.0,i,1,0.0,2,203,1,0,0
4757,17338.0,j,1,0.0,2,203,1,0,0
5236,17338.0,k,1,0.0,2,203,1,0,0
5992,17338.0,l,1,0.0,3,305,1,0,0
6543,17338.0,m,1,0.0,3,305,1,0,0
7153,17338.0,n,1,0.0,3,305,1,0,0
3979,17340.0,i,1,0.0,1,103,0,0,0
4593,17340.0,j,1,0.0,1,103,0,0,0
5221,17340.0,k,1,0.0,1,103,0,0,0
5929,17340.0,l,0,0.0,2,205,0,0,0
6458,17340.0,m,1,0.0,2,205,0,0,0
6923,17340.0,n,0,0.0,2,205,0,0,0
3804,17341.0,h,1,0.0,3,302,1,0,0
4510,17341.0,i,1,0.0,4,402,1,0,0
5008,17341.0,j,1,0.0,4,402,1,0,0
5609,17341.0,k,1,0.0,4,402,1,0,0
3888,17342.0,h,1,0.0,4,401,1,0,0
3935,17343.0,h,0,0.0,4,403,1,0,0
4417,17343.0,i,0,3.0,4,405,1,0,0
5057,17343.0,j,1,2.0,4,405,1,0,0
3884,17344.0,h,1,0.0,4,403,0,0,0
4440,17344.0,i,1,3.0,4,403,0,0,0
5023,17344.0,j,1,2.0,4,403,0,0,0
5636,17344.0,k,1,1.0,4,403,0,1000,1
6148,17344.0,l,1,3.0,4,434,0,0,0
6719,17344.0,m,1,2.0,4,434,0,0,0
7245,17344.0,n,1,1.0,4,434,0,0,0
3872,17345.0,h,1,0.0,4,404,0,0,0
3878,17346.0,h,1,0.0,4,404,0,0,0
4055,18239.0,i,1,0.0,1,101,0,0,0
4558,18239.0,j,1,0.0,1,101,0,0,0
5119,18239.0,k,1,0.0,1,101,0,0,0
5830,18239.0,l,1,0.0,2,201,0,0,0
6499,18239.0,m,1,0.0,2,201,0,0,0
7064,18239.0,n,1,0.0,2,201,0,0,0
4057,18240.0,i,1,0.0,1,101,0,0,0
4557,18240.0,j,1,0.0,1,101,0,0,0
5118,18240.0,k,1,0.0,1,101,0,0,0
5818,18240.0,l,1,0.0,2,201,0,0,0
4056,18241.0,i,1,0.0,1,101,1,0,0
4556,18241.0,j,1,0.0,1,101,1,0,0
5117,18241.0,k,1,0.0,1,101,1,0,0
5878,18241.0,l,1,0.0,2,202,1,0,0
6405,18241.0,m,1,0.0,2,202,1,1100,1
7040,18241.0,n,1,0.0,2,202,1,1000,1
4075,18242.0,i,1,0.0,1,101,1,0,0
4555,18242.0,j,1,0.0,1,101,1,0,0
5120,18242.0,k,1,0.0,1,101,1,0,0
5817,18242.0,l,1,0.0,2,201,1,0,0
6498,18242.0,m,1,0.0,2,201,1,0,0
7063,18242.0,n,1,0.0,2,201,1,0,0
4074,18243.0,i,1,0.0,1,101,1,0,0
4563,18243.0,j,1,0.0,1,101,1,0,0
5121,18243.0,k,1,0.0,1,101,1,0,0
5875,18243.0,l,1,0.0,2,202,1,0,0
6420,18243.0,m,1,0.0,2,202,1,0,0
7038,18243.0,n,1,0.0,2,202,1,0,0
4073,18244.0,i,1,0.0,1,101,1,0,0
4554,18244.0,j,1,0.0,1,101,1,0,0
5131,18244.0,k,1,0.0,1,101,1,1,1
5794,18244.0,l,1,3.0,1,101,1,1,1
6263,18244.0,m,1,2.0,1,101,1,0,0
6906,18244.0,n,1,1.0,1,101,1,0,0
4072,18245.0,i,1,0.0,1,101,0,0,0
4552,18245.0,j,1,0.0,1,101,0,0,0
5122,18245.0,k,1,0.0,1,101,0,0,0
5874,18245.0,l,1,0.0,2,202,0,0,0
6419,18245.0,m,1,0.0,2,202,0,0,0
7037,18245.0,n,1,0.0,2,202,0,1100,1
4071,18246.0,i,1,0.0,1,101,1,0,0
4551,18246.0,j,1,0.0,1,101,1,0,0
5140,18246.0,k,1,0.0,1,101,1,0,0
5873,18246.0,l,1,0.0,2,202,1,0,0
6418,18246.0,m,1,0.0,2,202,1,0,0
7036,18246.0,n,1,0.0,2,202,1,1,1
4070,18247.0,i,1,0.0,1,101,1,0,0
4550,18247.0,j,1,0.0,1,101,1,0,0
5139,18247.0,k,1,0.0,1,101,1,0,0
5872,18247.0,l,1,0.0,2,202,1,0,0
6417,18247.0,m,1,0.0,2,202,1,0,0
7006,18247.0,n,0,0.0,2,202,1,0,0
4069,18248.0,i,1,0.0,1,101,0,0,0
4549,18248.0,j,1,0.0,1,101,0,0,0
5138,18248.0,k,1,0.0,1,101,0,0,0
5871,18248.0,l,1,0.0,2,202,0,0,0
6416,18248.0,m,1,0.0,2,202,0,0,0
7004,18248.0,n,1,0.0,2,202,0,1100,1
4068,18249.0,i,1,0.0,1,101,0,0,0
4548,18249.0,j,0,0.0,1,101,0,0,0
5137,18249.0,k,1,0.0,1,101,0,0,0
5760,18249.0,l,0,3.0,1,102,0,0,0
6275,18249.0,m,1,2.0,1,102,0,0,0
6882,18249.0,n,1,1.0,1,102,0,0,0
4076,18250.0,i,1,0.0,1,101,1,0,0
4546,18250.0,j,1,0.0,1,101,1,0,0
5135,18250.0,k,1,0.0,1,101,1,0,0
5886,18250.0,l,1,0.0,2,202,1,0,0
6421,18250.0,m,1,0.0,2,202,1,0,0
7002,18250.0,n,1,0.0,2,202,1,0,0
4067,18251.0,i,1,0.0,1,101,1,0,0
4545,18251.0,j,1,0.0,1,101,1,0,0
5134,18251.0,k,1,0.0,1,101,1,0,0
5826,18251.0,l,1,0.0,2,201,1,0,0
6492,18251.0,m,1,0.0,2,201,1,0,0
7057,18251.0,n,1,0.0,2,201,1,0,0
4065,18252.0,i,1,0.0,1,101,1,0,0
4564,18252.0,j,1,0.0,1,101,1,0,0
5133,18252.0,k,1,0.0,1,101,1,0,0
4064,18253.0,i,1,0.0,1,101,0,0,0
4608,18253.0,j,1,0.0,1,101,0,0,0
5141,18253.0,k,1,0.0,1,101,0,0,0
5903,18253.0,l,0,0.0,2,202,0,0,0
6411,18253.0,m,1,0.0,2,202,0,0,0
6999,18253.0,n,1,0.0,2,202,0,1000,1
4063,18254.0,i,1,0.0,1,101,1,0,0
4621,18254.0,j,1,0.0,1,101,1,0,0
5132,18254.0,k,1,0.0,1,101,1,0,0
5900,18254.0,l,1,0.0,2,202,1,0,0
6408,18254.0,m,1,0.0,2,202,1,0,0
6996,18254.0,n,1,0.0,2,202,1,0,0
4062,18255.0,i,1,0.0,1,101,0,0,0
4609,18255.0,j,1,0.0,1,101,0,0,0
5130,18255.0,k,1,0.0,1,101,0,0,0
5898,18255.0,l,1,0.0,2,202,0,0,0
6389,18255.0,m,1,0.0,2,202,0,0,0
6994,18255.0,n,1,0.0,2,202,0,0,0
4061,18256.0,i,1,0.0,1,101,1,0,0
4641,18256.0,j,1,0.0,1,101,1,0,0
5129,18256.0,k,1,0.0,1,101,1,0,0
5940,18256.0,l,1,0.0,2,205,1,0,0
6426,18256.0,m,1,0.0,2,205,1,0,0
6947,18256.0,n,1,0.0,2,205,1,0,0
4060,18257.0,i,1,0.0,1,101,0,0,0
4640,18257.0,j,1,0.0,1,101,0,0,0
5128,18257.0,k,1,0.0,1,101,0,0,0
5884,18257.0,l,1,0.0,2,201,0,0,0
6398,18257.0,m,1,0.0,2,201,0,0,0
7047,18257.0,n,1,0.0,2,201,0,0,0
4059,18258.0,i,1,0.0,1,101,1,0,0
4639,18258.0,j,1,0.0,1,101,1,0,0
5127,18258.0,k,1,0.0,1,101,1,0,0
5896,18258.0,l,1,0.0,2,202,1,0,0
6388,18258.0,m,1,0.0,2,202,1,0,0
7005,18258.0,n,1,0.0,2,202,1,0,0
4058,18259.0,i,1,0.0,1,101,0,0,0
4638,18259.0,j,1,0.0,1,101,0,0,0
5126,18259.0,k,1,0.0,1,101,0,0,0
5882,18259.0,l,1,0.0,2,201,0,0,0
6400,18259.0,m,0,0.0,2,201,0,0,0
7045,18259.0,n,1,0.0,2,201,0,0,0
4066,18260.0,i,1,0.0,1,101,1,0,0
4637,18260.0,j,1,0.0,1,101,1,0,0
5125,18260.0,k,1,0.0,1,101,1,0,0
5881,18260.0,l,1,0.0,2,201,1,0,0
6401,18260.0,m,1,0.0,2,201,1,0,0
7044,18260.0,n,1,0.0,2,201,1,0,0
3989,18261.0,i,1,0.0,1,102,1,0,0
4537,18261.0,j,0,0.0,1,102,1,0,0
5124,18261.0,k,1,0.0,1,102,1,0,0
5879,18261.0,l,1,0.0,2,202,1,0,0
6403,18261.0,m,1,0.0,2,202,1,0,0
7042,18261.0,n,1,0.0,2,202,1,0,0
3999,18262.0,i,1,0.0,1,102,0,0,0
4536,18262.0,j,1,0.0,1,102,0,0,0
5123,18262.0,k,1,0.0,1,102,0,0,0
5885,18262.0,l,1,0.0,2,202,0,0,0
6404,18262.0,m,1,0.0,2,202,0,0,0
7041,18262.0,n,1,0.0,2,202,0,1100,1
3990,18263.0,i,1,0.0,1,102,1,0,0
4535,18263.0,j,1,0.0,1,102,1,0,0
5142,18263.0,k,1,0.0,1,102,1,0,0
5876,18263.0,l,1,0.0,2,202,1,0,0
6406,18263.0,m,1,0.0,2,202,1,0,0
7039,18263.0,n,1,0.0,2,202,1,0,0
4008,18264.0,i,1,0.0,1,102,1,0,0
4534,18264.0,j,1,0.0,1,102,1,0,0
5187,18264.0,k,1,0.0,1,102,1,0,0
5819,18264.0,l,1,0.0,2,201,1,0,0
6497,18264.0,m,1,0.0,2,201,1,0,0
7062,18264.0,n,1,0.0,2,201,1,0,0
4007,18265.0,i,1,0.0,1,102,0,0,0
4533,18265.0,j,1,0.0,1,102,0,0,0
5145,18265.0,k,1,0.0,1,102,0,0,0
5761,18265.0,l,1,3.0,1,102,0,0,0
6274,18265.0,m,1,2.0,1,102,0,0,0
6881,18265.0,n,1,1.0,1,102,0,0,0
4006,18266.0,i,1,0.0,1,102,1,0,0
4532,18266.0,j,1,0.0,1,102,1,0,0
5207,18266.0,k,0,0.0,1,102,1,0,0
5822,18266.0,l,1,0.0,2,201,1,0,0
6494,18266.0,m,1,0.0,2,201,1,0,0
7059,18266.0,n,1,0.0,2,201,1,0,0
4005,18267.0,i,1,0.0,1,102,1,0,0
4530,18267.0,j,1,0.0,1,102,1,1000,1
5206,18267.0,k,1,0.0,1,102,1,0,0
5887,18267.0,l,1,0.0,2,202,1,0,0
6414,18267.0,m,1,0.0,2,202,1,0,0
7001,18267.0,n,1,0.0,2,202,1,0,0
4004,18268.0,i,1,0.0,1,102,0,0,0
4529,18268.0,j,1,0.0,1,102,0,0,0
5205,18268.0,k,1,0.0,1,102,0,0,0
5785,18268.0,l,1,3.0,1,101,0,0,0
6265,18268.0,m,1,2.0,1,101,0,0,0
6915,18268.0,n,1,1.0,1,101,0,0,0
4003,18269.0,i,0,0.0,1,102,0,0,0
4528,18269.0,j,1,0.0,1,102,0,0,0
5204,18269.0,k,1,0.0,1,102,0,1,1
5888,18269.0,l,1,0.0,2,202,0,1,1
6412,18269.0,m,1,0.0,2,202,0,1001,1
7000,18269.0,n,1,0.0,2,202,0,10,1
4002,18270.0,i,1,0.0,1,102,0,0,0
4527,18270.0,j,1,0.0,1,102,0,0,0
5203,18270.0,k,1,0.0,1,102,0,0,0
5828,18270.0,l,1,0.0,2,201,0,0,0
6390,18270.0,m,1,0.0,2,201,0,0,0
7055,18270.0,n,1,0.0,2,201,0,0,0
4001,18271.0,i,1,0.0,1,102,1,0,0
4526,18271.0,j,0,0.0,1,102,1,0,0
5202,18271.0,k,1,0.0,1,102,1,0,0
5829,18271.0,l,1,0.0,2,201,1,0,0
6391,18271.0,m,1,0.0,2,201,1,0,0
7054,18271.0,n,1,0.0,2,201,1,0,0
4009,18272.0,i,1,0.0,1,102,1,0,0
4525,18272.0,j,1,0.0,1,102,1,0,0
5201,18272.0,k,1,0.0,1,102,1,0,0
5901,18272.0,l,1,0.0,2,202,1,0,0
6409,18272.0,m,1,0.0,2,202,1,0,0
6997,18272.0,n,0,0.0,2,202,1,0,0
4000,18273.0,i,1,0.0,1,102,0,0,0
4524,18273.0,j,1,0.0,1,102,0,0,0
5200,18273.0,k,1,0.0,1,102,0,0,0
5832,18273.0,l,1,0.0,2,201,0,0,0
6393,18273.0,m,1,0.0,2,201,0,0,0
7052,18273.0,n,1,0.0,2,201,0,0,0
3998,18274.0,i,1,0.0,1,102,0,0,0
4523,18274.0,j,1,0.0,1,102,0,0,0
5208,18274.0,k,1,0.0,1,102,0,0,0
5824,18274.0,l,0,0.0,2,201,0,0,0
6394,18274.0,m,1,0.0,2,201,0,0,0
7051,18274.0,n,0,0.0,2,201,0,0,0
3997,18275.0,i,1,0.0,1,102,0,0,0
4531,18275.0,j,1,0.0,1,102,0,0,0
5199,18275.0,k,1,0.0,1,102,0,0,0
5825,18275.0,l,1,0.0,2,201,0,0,0
6395,18275.0,m,1,0.0,2,201,0,0,0
7050,18275.0,n,1,0.0,2,201,0,0,0
3996,18276.0,i,1,0.0,1,102,1,0,0
4543,18276.0,j,1,0.0,1,102,1,0,0
5197,18276.0,k,1,0.0,1,102,1,0,0
5834,18276.0,l,1,0.0,2,201,1,0,0
6396,18276.0,m,1,0.0,2,201,1,0,0
7049,18276.0,n,1,0.0,2,201,1,0,0
3995,18277.0,i,1,0.0,1,102,0,0,0
4553,18277.0,j,1,0.0,1,102,0,0,0
5196,18277.0,k,1,0.0,1,102,0,0,0
5897,18277.0,l,1,0.0,2,202,0,0,0
6413,18277.0,m,1,0.0,2,202,0,0,0
6993,18277.0,n,1,0.0,2,202,0,0,0
3994,18278.0,i,1,0.0,1,102,0,0,0
4544,18278.0,j,1,0.0,1,102,0,0,0
5195,18278.0,k,1,0.0,1,102,0,0,0
5833,18278.0,l,0,0.0,2,201,0,0,0
6397,18278.0,m,1,0.0,2,201,0,0,0
7048,18278.0,n,1,0.0,2,201,0,0,0
3993,18279.0,i,1,0.0,1,102,0,0,0
4562,18279.0,j,1,0.0,1,102,0,1,1
5194,18279.0,k,1,0.0,1,102,0,1,1
5775,18279.0,l,1,3.0,1,102,0,0,0
6321,18279.0,m,1,2.0,1,102,0,0,0
6894,18279.0,n,1,1.0,1,102,0,0,0
3992,18280.0,i,1,0.0,1,102,1,0,0
4561,18280.0,j,1,0.0,1,102,1,0,0
5193,18280.0,k,0,0.0,1,102,1,0,0
5895,18280.0,l,1,0.0,2,202,1,0,0
6378,18280.0,m,1,0.0,2,202,1,0,0
6992,18280.0,n,1,0.0,2,202,1,0,0
3991,18281.0,i,1,0.0,1,102,0,0,0
4560,18281.0,j,1,0.0,1,102,0,0,0
5192,18281.0,k,1,0.0,1,102,0,0,0
5880,18281.0,l,1,0.0,2,201,0,0,0
6402,18281.0,m,1,0.0,2,201,0,0,0
7043,18281.0,n,1,0.0,2,201,0,0,0
4010,18282.0,i,1,0.0,1,102,1,0,0
4559,18282.0,j,1,0.0,1,102,1,0,0
5191,18282.0,k,1,0.0,1,102,1,0,0
5894,18282.0,l,1,0.0,2,202,1,0,0
6355,18282.0,m,1,0.0,2,202,1,0,0
6990,18282.0,n,1,0.0,2,202,1,0,0
4037,18283.0,i,1,0.0,1,103,0,0,0
4588,18283.0,j,1,0.0,1,103,0,0,0
5190,18283.0,k,1,0.0,1,103,0,0,0
5913,18283.0,l,1,0.0,2,205,0,0,0
6490,18283.0,m,1,0.0,2,205,0,0,0
6940,18283.0,n,1,0.0,2,205,0,0,0
4036,18284.0,i,0,0.0,1,103,0,0,0
4606,18284.0,j,1,0.0,1,103,0,0,0
5198,18284.0,k,1,0.0,1,103,0,0,0
4035,18285.0,i,1,0.0,1,103,0,0,0
4605,18285.0,j,1,0.0,1,103,0,0,0
5210,18285.0,k,1,0.0,1,103,0,0,0
5869,18285.0,l,1,0.0,2,203,0,0,0
6362,18285.0,m,1,0.0,2,203,0,0,0
6984,18285.0,n,1,0.0,2,203,0,0,0
4032,18286.0,i,1,0.0,1,103,1,0,0
4603,18286.0,j,1,0.0,1,103,1,0,0
5211,18286.0,k,0,0.0,1,103,1,0,0
5802,18286.0,l,1,0.0,2,206,1,0,0
6438,18286.0,m,1,0.0,2,206,1,0,0
6966,18286.0,n,1,0.0,2,206,1,0,0
3988,18287.0,i,1,0.0,1,103,1,0,0
4601,18287.0,j,1,0.0,1,103,1,0,0
5228,18287.0,k,1,0.0,1,103,1,0,0
5877,18287.0,l,1,0.0,2,202,1,0,0
6415,18287.0,m,1,0.0,2,202,1,0,0
7003,18287.0,n,1,0.0,2,202,1,0,0
3986,18288.0,i,1,0.0,1,103,0,0,0
4600,18288.0,j,1,0.0,1,103,0,0,0
5227,18288.0,k,1,0.0,1,103,0,0,0
5861,18288.0,l,1,0.0,2,204,0,0,0
6457,18288.0,m,1,0.0,2,204,0,0,0
7017,18288.0,n,1,0.0,2,204,0,0,0
3985,18289.0,i,0,0.0,1,103,1,0,0
4599,18289.0,j,0,0.0,1,103,1,0,0
5226,18289.0,k,0,0.0,1,103,1,0,0
5846,18289.0,l,0,0.0,2,203,1,0,0
6367,18289.0,m,0,0.0,2,203,1,0,0
6979,18289.0,n,0,0.0,2,203,1,0,0
3984,18290.0,i,1,0.0,1,103,0,0,0
4607,18290.0,j,1,0.0,1,103,0,1000,1
5225,18290.0,k,1,0.0,1,103,0,0,0
5695,18290.0,l,1,3.0,1,104,0,0,0
6290,18290.0,m,1,2.0,1,104,0,0,0
6773,18290.0,n,1,1.0,1,104,0,1,1
3983,18291.0,i,1,0.0,1,103,1,0,0
4598,18291.0,j,1,0.0,1,103,1,0,0
5224,18291.0,k,1,0.0,1,103,1,0,0
5725,18291.0,l,1,3.0,1,104,1,0,0
6287,18291.0,m,1,2.0,1,104,1,0,0
6776,18291.0,n,1,1.0,1,104,1,0,0
3982,18292.0,i,1,0.0,1,103,0,0,0
4596,18292.0,j,1,0.0,1,103,0,0,0
5223,18292.0,k,1,0.0,1,103,0,0,0
5716,18292.0,l,1,3.0,1,104,0,0,0
6295,18292.0,m,1,2.0,1,104,0,0,0
6777,18292.0,n,1,1.0,1,104,0,0,0
3981,18293.0,i,1,0.0,1,103,0,0,0
4595,18293.0,j,1,0.0,1,103,0,0,0
5222,18293.0,k,1,0.0,1,103,0,0,0
5931,18293.0,l,0,0.0,2,205,0,0,0
6483,18293.0,m,1,0.0,2,205,0,0,0
6924,18293.0,n,0,0.0,2,205,0,0,0
3980,18294.0,i,1,0.0,1,103,0,0,0
4594,18294.0,j,1,0.0,1,103,0,0,0
5230,18294.0,k,1,0.0,1,103,0,0,0
5808,18294.0,l,1,0.0,2,206,0,0,0
6451,18294.0,m,1,0.0,2,206,0,0,0
6959,18294.0,n,1,0.0,2,206,0,0,0
3987,18295.0,i,1,0.0,1,103,1,0,0
4592,18295.0,j,1,0.0,1,103,1,0,0
5219,18295.0,k,1,0.0,1,103,1,0,0
3978,18296.0,i,1,0.0,1,103,0,0,0
4591,18296.0,j,1,0.0,1,103,0,0,0
5218,18296.0,k,1,0.0,1,103,0,0,0
3976,18297.0,i,1,0.0,1,103,0,0,0
4590,18297.0,j,1,0.0,1,103,0,0,0
5217,18297.0,k,1,0.0,1,103,0,0,0
5839,18297.0,l,1,0.0,2,203,0,0,0
6383,18297.0,m,1,0.0,2,203,0,100,1
7032,18297.0,n,1,0.0,2,203,0,0,0
3975,18298.0,i,1,0.0,1,103,1,0,0
4589,18298.0,j,1,0.0,1,103,1,0,0
5216,18298.0,k,1,0.0,1,103,1,0,0
5746,18298.0,l,1,3.0,1,103,1,0,0
6338,18298.0,m,1,2.0,1,103,1,0,0
6807,18298.0,n,1,1.0,1,103,1,0,0
3974,18299.0,i,1,0.0,1,103,0,0,0
4566,18299.0,j,1,0.0,1,103,0,0,0
5215,18299.0,k,1,0.0,1,103,0,0,0
5692,18299.0,l,1,3.0,1,106,0,0,0
6233,18299.0,m,1,2.0,1,106,0,0,0
6846,18299.0,n,1,1.0,1,106,0,0,0
3973,18300.0,i,1,0.0,1,103,1,0,0
4586,18300.0,j,1,0.0,1,103,1,0,0
5214,18300.0,k,1,0.0,1,103,1,0,0
5924,18300.0,l,1,0.0,2,204,1,0,0
6469,18300.0,m,1,0.0,2,204,1,0,0
6978,18300.0,n,1,0.0,2,204,1,0,0
3972,18301.0,i,1,0.0,1,103,1,0,0
4565,18301.0,j,1,0.0,1,103,1,0,0
5213,18301.0,k,1,0.0,1,103,1,0,0
5798,18301.0,l,1,0.0,2,206,1,0,0
6442,18301.0,m,1,0.0,2,206,1,0,0
6951,18301.0,n,1,0.0,2,206,1,0,0
3971,18302.0,i,1,0.0,1,103,0,0,0
4542,18302.0,j,1,0.0,1,103,0,0,0
5212,18302.0,k,0,0.0,1,103,0,0,0
5939,18302.0,l,0,0.0,2,205,0,0,0
6427,18302.0,m,1,0.0,2,205,0,0,0
6948,18302.0,n,1,0.0,2,205,0,0,0
3970,18303.0,i,1,0.0,1,103,1,0,0
4540,18303.0,j,1,0.0,1,103,1,0,0
5189,18303.0,k,1,0.0,1,103,1,100,1
5921,18303.0,l,1,0.0,2,204,1,0,0
6472,18303.0,m,1,0.0,2,204,1,0,0
6945,18303.0,n,1,0.0,2,204,1,0,0
3977,18304.0,i,1,0.0,1,103,1,0,0
4538,18304.0,j,1,0.0,1,103,1,0,0
5188,18304.0,k,1,0.0,1,103,1,0,0
5936,18304.0,l,1,0.0,2,205,1,0,0
6430,18304.0,m,1,0.0,2,205,1,0,0
6973,18304.0,n,1,0.0,2,205,1,0,0
4014,18305.0,i,0,0.0,1,104,1,0,0
7362,18305.0,j,0,0.0,1,104,1,0,0
5163,18305.0,k,1,0.0,1,104,1,0,0
5943,18305.0,l,1,0.0,2,206,1,0,0
4013,18306.0,i,1,0.0,1,104,1,0,0
4584,18306.0,j,1,0.0,1,104,1,0,0
5162,18306.0,k,1,0.0,1,104,1,0,0
4021,18307.0,i,0,0.0,1,104,1,0,0
4583,18307.0,j,0,0.0,1,104,1,0,0
5161,18307.0,k,1,0.0,1,104,1,1000,1
5685,18307.0,l,1,3.0,1,106,1,1000,1
6212,18307.0,m,0,2.0,1,106,1,0,0
6847,18307.0,n,0,1.0,1,106,1,0,0
4033,18308.0,i,1,0.0,1,104,1,0,0
4582,18308.0,j,1,0.0,1,104,1,0,0
5160,18308.0,k,1,0.0,1,104,1,0,0
5906,18308.0,l,1,0.0,2,205,1,0,0
6484,18308.0,m,1,0.0,2,205,1,0,0
6932,18308.0,n,1,0.0,2,205,1,0,0
4043,18309.0,i,1,0.0,1,104,0,0,0
4581,18309.0,j,1,0.0,1,104,0,0,0
5159,18309.0,k,1,0.0,1,104,0,0,0
5815,18309.0,l,1,0.0,2,206,0,0,0
4034,18310.0,i,1,0.0,1,104,1,0,0
4580,18310.0,j,1,0.0,1,104,1,0,0
5158,18310.0,k,1,0.0,1,104,1,0,0
5814,18310.0,l,1,0.0,2,206,1,0,0
6439,18310.0,m,1,0.0,2,206,1,0,0
6965,18310.0,n,1,0.0,2,206,1,0,0
4052,18311.0,i,1,0.0,1,104,1,0,0
4579,18311.0,j,1,0.0,1,104,1,0,0
5157,18311.0,k,1,0.0,1,104,1,0,0
5868,18311.0,l,1,0.0,2,203,1,0,0
6363,18311.0,m,1,0.0,2,203,1,0,0
6983,18311.0,n,0,0.0,2,203,1,0,0
4051,18312.0,i,1,0.0,1,104,1,0,0
4578,18312.0,j,1,0.0,1,104,1,0,0
5156,18312.0,k,1,0.0,1,104,1,0,0
5864,18312.0,l,1,0.0,2,204,1,0,0
6372,18312.0,m,1,0.0,2,204,1,0,0
7020,18312.0,n,1,0.0,2,204,1,0,0
4050,18313.0,i,1,0.0,1,104,0,0,0
4577,18313.0,j,0,0.0,1,104,0,0,0
5164,18313.0,k,1,0.0,1,104,0,1,1
5820,18313.0,l,1,0.0,2,201,0,1,1
