,id,Wave,Answer,Repeater,Course,Group,Sex,outlier_type,outlier
185,421.0,a,1,0.0,2,205,1,0,0
603,421.0,b,1,0.0,2,205,1,0,0
1192,421.0,c,1,0.0,3,349,1,0,0
1695,421.0,d,1,0.0,3,349,1,0,0
2201,421.0,e,1,0.0,3,349,1,0,0
2878,421.0,f,1,0.0,4,403,1,0,0
3394,421.0,g,1,0.0,4,403,1,1,1
3934,421.0,h,1,0.0,4,403,1,0,0
223,422.0,a,1,0.0,2,205,1,0,0
602,422.0,b,0,0.0,2,205,1,0,0
1224,422.0,c,1,0.0,3,305,1,1,1
1677,422.0,d,1,0.0,3,305,1,10,1
2159,422.0,e,1,0.0,3,305,1,1,1
2876,422.0,f,1,0.0,4,403,1,1,1
3392,422.0,g,1,0.0,4,403,1,1,1
3937,422.0,h,1,0.0,4,403,1,10,1
183,423.0,a,1,0.0,2,205,1,0,0
601,423.0,b,1,0.0,2,205,1,0,0
1092,423.0,c,1,0.0,3,303,1,0,0
1742,423.0,d,1,0.0,3,303,1,0,0
2249,423.0,e,1,0.0,3,303,1,0,0
2780,423.0,f,0,3.0,3,305,1,0,0
3255,423.0,g,1,2.0,3,305,1,0,0
3715,423.0,h,1,1.0,3,305,1,0,0
4478,423.0,i,1,0.0,4,403,1,0,0
5030,423.0,j,1,0.0,4,403,1,0,0
5643,423.0,k,1,0.0,4,403,1,1000,1
151,424.0,a,1,0.0,2,205,1,0,0
600,424.0,b,1,0.0,2,205,1,0,0
1233,424.0,c,1,0.0,3,305,1,0,0
1752,424.0,d,1,0.0,3,305,1,0,0
2157,424.0,e,1,0.0,3,305,1,0,0
2875,424.0,f,1,0.0,4,404,1,0,0
3340,424.0,g,1,0.0,4,404,1,0,0
3881,424.0,h,1,0.0,4,404,1,0,0
147,425.0,a,1,0.0,2,205,1,0,0
611,425.0,b,0,0.0,2,205,1,0,0
1113,425.0,c,1,0.0,3,303,1,0,0
1741,425.0,d,1,0.0,3,303,1,0,0
2248,425.0,e,1,0.0,3,303,1,0,0
2911,425.0,f,1,0.0,4,404,1,0,0
3339,425.0,g,1,0.0,4,404,1,0,0
3882,425.0,h,1,0.0,4,404,1,0,0
143,426.0,a,1,0.0,2,205,1,0,0
599,426.0,b,1,0.0,2,205,1,0,0
1220,426.0,c,1,0.0,3,305,1,0,0
1753,426.0,d,1,0.0,3,305,1,0,0
2155,426.0,e,1,0.0,3,305,1,0,0
2900,426.0,f,1,0.0,4,403,1,0,0
3388,426.0,g,1,0.0,4,403,1,0,0
3941,426.0,h,1,0.0,4,403,1,0,0
144,427.0,a,1,0.0,2,205,1,0,0
597,427.0,b,0,0.0,2,205,1,0,0
1218,427.0,c,1,0.0,3,305,1,0,0
1759,427.0,d,0,0.0,3,305,1,0,0
2153,427.0,e,1,0.0,3,305,1,0,0
145,428.0,a,1,0.0,2,205,1,0,0
596,428.0,b,1,0.0,2,205,1,0,0
1217,428.0,c,1,0.0,3,305,1,0,0
1758,428.0,d,1,0.0,3,305,1,0,0
2152,428.0,e,1,0.0,3,305,1,0,0
2713,428.0,f,1,3.0,3,304,1,0,0
3219,428.0,g,1,2.0,3,304,1,0,0
3778,428.0,h,0,1.0,3,304,1,0,0
148,429.0,a,0,0.0,2,205,0,0,0
595,429.0,b,1,0.0,2,205,0,0,0
1128,429.0,c,1,0.0,3,303,0,0,0
1701,429.0,d,1,0.0,3,303,0,0,0
2181,429.0,e,1,0.0,3,303,0,0,0
2891,429.0,f,1,0.0,4,402,0,0,0
3434,429.0,g,1,0.0,4,402,0,0,0
3943,429.0,h,1,0.0,4,402,0,0,0
146,430.0,a,1,0.0,2,205,1,0,0
594,430.0,b,1,0.0,2,205,1,0,0
1198,430.0,c,1,0.0,3,304,1,0,0
1675,430.0,d,1,0.0,3,304,1,0,0
2191,430.0,e,1,0.0,3,304,1,0,0
2805,430.0,f,1,3.0,3,305,1,0,0
3268,430.0,g,0,2.0,3,305,1,0,0
3745,430.0,h,0,1.0,3,305,1,0,0
200,431.0,a,1,0.0,2,206,0,0,0
575,431.0,b,1,0.0,2,206,0,0,0
1096,431.0,c,1,0.0,3,303,0,0,0
1746,431.0,d,1,0.0,3,303,0,0,0
2253,431.0,e,1,0.0,3,303,0,0,0
2883,431.0,f,1,0.0,4,403,0,0,0
3425,431.0,g,1,0.0,4,403,0,0,0
3928,431.0,h,1,0.0,4,403,0,0,0
196,432.0,a,1,0.0,2,206,0,0,0
574,432.0,b,1,0.0,2,206,0,0,0
1211,432.0,c,1,0.0,3,305,0,1000,1
1699,432.0,d,1,0.0,3,305,0,1000,1
2169,432.0,e,1,0.0,3,305,0,0,0
197,433.0,a,1,0.0,2,206,1,0,0
551,433.0,b,1,0.0,2,206,1,0,0
1212,433.0,c,1,0.0,3,305,1,0,0
1686,433.0,d,1,0.0,3,305,1,0,0
2168,433.0,e,1,0.0,3,305,1,0,0
198,434.0,a,1,0.0,2,206,1,0,0
573,434.0,b,1,0.0,2,206,1,0,0
1026,434.0,c,1,3.0,2,203,1,1,1
1515,434.0,d,1,2.0,2,203,1,0,0
2016,434.0,e,1,1.0,2,203,1,0,0
2776,434.0,f,1,0.0,3,344,1,0,0
3280,434.0,g,1,0.0,3,344,1,0,0
3737,434.0,h,1,0.0,3,344,1,0,0
4474,434.0,i,1,0.0,4,414,1,0,0
4958,434.0,j,1,0.0,4,414,1,0,0
5531,434.0,k,0,0.0,4,414,1,0,0
199,435.0,a,1,0.0,2,206,1,0,0
572,435.0,b,1,0.0,2,206,1,0,0
263,436.0,a,1,0.0,2,206,0,0,0
583,436.0,b,1,0.0,2,206,0,0,0
1117,436.0,c,1,0.0,3,304,0,0,0
1665,436.0,d,1,0.0,3,304,0,0,0
2212,436.0,e,1,0.0,3,304,0,0,0
2844,436.0,f,1,0.0,4,402,0,0,0
3402,436.0,g,1,0.0,4,402,0,0,0
3951,436.0,h,1,0.0,4,402,0,0,0
264,437.0,a,0,0.0,2,206,0,0,0
571,437.0,b,0,0.0,2,206,0,0,0
1227,437.0,c,1,0.0,3,305,0,0,0
1680,437.0,d,1,0.0,3,305,0,0,0
2162,437.0,e,1,0.0,3,305,0,0,0
2843,437.0,f,1,0.0,4,402,0,0,0
3401,437.0,g,1,0.0,4,402,0,0,0
3952,437.0,h,1,0.0,4,402,0,0,0
265,438.0,a,1,0.0,2,206,0,100,1
569,438.0,b,1,0.0,2,206,0,100,1
1094,438.0,c,1,0.0,3,303,0,100,1
1744,438.0,d,1,0.0,3,303,0,0,0
2251,438.0,e,1,0.0,3,303,0,0,0
2786,438.0,f,1,3.0,3,305,0,0,0
3296,438.0,g,1,2.0,3,305,0,0,0
3721,438.0,h,1,1.0,3,305,0,0,0
4391,438.0,i,1,0.0,4,404,0,0,0
5038,438.0,j,1,0.0,4,404,0,0,0
5562,438.0,k,1,0.0,4,404,0,0,0
266,439.0,a,1,0.0,2,206,1,0,0
568,439.0,b,1,0.0,2,206,1,0,0
1193,439.0,c,1,0.0,3,349,1,0,0
1696,439.0,d,1,0.0,3,349,1,0,0
2202,439.0,e,1,0.0,3,349,1,100,1
2777,439.0,f,1,3.0,3,344,1,0,0
3282,439.0,g,1,2.0,3,344,1,0,0
3735,439.0,h,1,1.0,3,344,1,0,0
267,440.0,a,1,0.0,2,206,1,0,0
567,440.0,b,1,0.0,2,206,1,0,0
1225,440.0,c,1,0.0,3,305,1,0,0
1678,440.0,d,1,0.0,3,305,1,1,1
2160,440.0,e,1,0.0,3,305,1,0,0
2902,440.0,f,1,0.0,4,404,1,0,0
3342,440.0,g,1,0.0,4,404,1,0,0
3879,440.0,h,1,0.0,4,404,1,0,0
268,441.0,a,1,0.0,2,206,1,0,0
566,441.0,b,1,0.0,2,206,1,0,0
1207,441.0,c,1,0.0,3,304,1,0,0
1659,441.0,d,1,0.0,3,304,1,0,0
2217,441.0,e,1,0.0,3,304,1,0,0
2677,441.0,f,1,3.0,3,334,1,0,0
3204,441.0,g,1,2.0,3,334,1,0,0
3791,441.0,h,1,1.0,3,334,1,0,0
4488,441.0,i,1,0.0,4,424,1,0,0
5002,441.0,j,1,0.0,4,424,1,0,0
5603,441.0,k,1,0.0,4,424,1,0,0
269,442.0,a,1,0.0,2,206,1,0,0
565,442.0,b,1,0.0,2,206,1,0,0
1206,442.0,c,1,0.0,3,304,1,0,0
1658,442.0,d,1,0.0,3,304,1,0,0
2206,442.0,e,1,0.0,3,304,1,0,0
2873,442.0,f,1,0.0,4,404,1,0,0
3337,442.0,g,1,0.0,4,404,1,0,0
3860,442.0,h,1,0.0,4,404,1,0,0
270,443.0,a,1,0.0,2,206,1,0,0
564,443.0,b,1,0.0,2,206,1,0,0
1116,443.0,c,1,0.0,3,303,1,0,0
1739,443.0,d,1,0.0,3,303,1,0,0
2220,443.0,e,1,0.0,3,303,1,0,0
2676,443.0,f,0,3.0,3,334,1,0,0
3205,443.0,g,1,2.0,3,334,1,0,0
3790,443.0,h,1,1.0,3,334,1,0,0
4475,443.0,i,1,0.0,4,414,1,0,0
4959,443.0,j,1,0.0,4,414,1,0,0
5530,443.0,k,1,0.0,4,414,1,0,0
271,444.0,a,1,0.0,2,206,0,0,0
563,444.0,b,1,0.0,2,206,0,0,0
1138,444.0,c,1,0.0,3,303,0,0,0
1737,444.0,d,1,0.0,3,303,0,0,0
2219,444.0,e,1,0.0,3,303,0,0,0
2872,444.0,f,1,0.0,4,404,0,0,0
3351,444.0,g,1,0.0,4,404,0,0,0
3859,444.0,h,1,0.0,4,404,0,0,0
272,445.0,a,1,0.0,2,206,0,0,0
562,445.0,b,1,0.0,2,206,0,0,0
1203,445.0,c,1,0.0,3,304,0,0,0
1655,445.0,d,1,0.0,3,304,0,0,0
2175,445.0,e,1,0.0,3,304,0,1,1
2871,445.0,f,1,0.0,4,404,0,0,0
3352,445.0,g,1,0.0,4,404,0,10,1
3858,445.0,h,0,0.0,4,404,0,0,0
278,446.0,a,1,0.0,2,206,0,0,0
561,446.0,b,1,0.0,2,206,0,100,1
279,447.0,a,1,0.0,2,206,0,0,0
560,447.0,b,1,0.0,2,206,0,10,1
1135,447.0,c,1,0.0,3,303,0,10,1
1734,447.0,d,1,0.0,3,303,0,0,0
2189,447.0,e,1,0.0,3,303,0,0,0
215,448.0,a,1,0.0,2,206,1,0,0
559,448.0,b,0,0.0,2,206,1,0,0
1202,448.0,c,1,0.0,3,304,1,0,0
1654,448.0,d,0,0.0,3,304,1,0,0
2174,448.0,e,1,0.0,3,304,1,0,0
214,449.0,a,1,0.0,2,206,1,0,0
570,449.0,b,1,0.0,2,206,1,0,0
1058,449.0,c,1,3.0,2,204,1,0,0
1609,449.0,d,1,2.0,2,204,1,0,0
2120,449.0,e,1,1.0,2,204,1,0,0
2688,449.0,f,1,0.0,3,303,1,0,0
3223,449.0,g,1,0.0,3,303,1,0,0
3755,449.0,h,1,0.0,3,303,1,0,0
4389,449.0,i,1,0.0,4,405,1,0,0
4984,449.0,j,1,0.0,4,405,1,0,0
5515,449.0,k,1,0.0,4,405,1,0,0
213,450.0,a,0,0.0,2,206,1,0,0
585,450.0,b,0,0.0,2,206,1,0,0
1209,450.0,c,1,0.0,3,304,1,0,0
1674,450.0,d,1,0.0,3,304,1,0,0
2170,450.0,e,1,0.0,3,304,1,0,0
2892,450.0,f,1,0.0,4,402,1,0,0
3435,450.0,g,1,0.0,4,402,1,0,0
3944,450.0,h,0,0.0,4,402,1,0,0
216,451.0,a,1,0.0,2,207,1,0,0
623,451.0,b,1,0.0,2,207,1,0,0
1097,451.0,c,1,0.0,3,303,1,0,0
1747,451.0,d,1,0.0,3,303,1,0,0
2254,451.0,e,1,0.0,3,303,1,0,0
2923,451.0,f,1,0.0,4,404,1,0,0
3378,451.0,g,1,0.0,4,404,1,0,0
3868,451.0,h,1,0.0,4,404,1,0,0
217,452.0,a,1,0.0,2,207,0,0,0
622,452.0,b,1,0.0,2,207,0,0,0
1119,452.0,c,1,0.0,3,304,0,0,0
1667,452.0,d,1,0.0,3,304,0,10,1
2214,452.0,e,1,0.0,3,304,0,0,0
2910,452.0,f,0,0.0,4,404,0,0,0
3350,452.0,g,0,0.0,4,404,0,0,0
3870,452.0,h,0,0.0,4,404,0,0,0
218,453.0,a,1,0.0,2,207,1,0,0
621,453.0,b,1,0.0,2,207,1,0,0
1187,453.0,c,1,0.0,3,305,1,0,0
1690,453.0,d,1,0.0,3,305,1,0,0
2196,453.0,e,1,0.0,3,305,1,0,0
2882,453.0,f,1,0.0,4,403,1,0,0
3399,453.0,g,1,0.0,4,403,1,0,0
3929,453.0,h,0,0.0,4,403,1,0,0
219,454.0,a,1,0.0,2,207,0,0,0
620,454.0,b,0,0.0,2,207,0,0,0
1230,454.0,c,1,0.0,3,305,0,0,0
1683,454.0,d,1,0.0,3,305,0,0,0
2165,454.0,e,1,0.0,3,305,0,0,0
2905,454.0,f,1,0.0,4,404,0,0,0
3345,454.0,g,1,0.0,4,404,0,0,0
3875,454.0,h,0,0.0,4,404,0,0,0
220,455.0,a,1,0.0,2,207,1,0,0
619,455.0,b,1,0.0,2,207,1,0,0
1194,455.0,c,1,0.0,3,349,1,0,0
1697,455.0,d,1,0.0,3,349,1,0,0
2203,455.0,e,1,0.0,3,349,1,0,0
2881,455.0,f,1,0.0,4,403,1,0,0
3397,455.0,g,1,0.0,4,403,1,0,0
3931,455.0,h,1,0.0,4,403,1,0,0
221,456.0,a,1,0.0,2,207,0,0,0
618,456.0,b,1,0.0,2,207,0,0,0
1093,456.0,c,1,0.0,3,303,0,0,0
1743,456.0,d,1,0.0,3,303,0,0,0
2250,456.0,e,1,0.0,3,303,0,0,0
2842,456.0,f,1,0.0,4,402,0,0,0
3400,456.0,g,1,0.0,4,402,0,0,0
3953,456.0,h,1,0.0,4,402,0,0,0
222,457.0,a,1,0.0,2,207,1,0,0
617,457.0,b,1,0.0,2,207,1,0,0
1226,457.0,c,1,0.0,3,305,1,0,0
1679,457.0,d,1,0.0,3,305,1,0,0
2161,457.0,e,1,0.0,3,305,1,0,0
2841,457.0,f,1,0.0,4,402,1,0,0
3421,457.0,g,1,0.0,4,402,1,0,0
3954,457.0,h,0,0.0,4,402,1,0,0
203,458.0,a,1,0.0,2,207,0,0,0
616,458.0,b,1,0.0,2,207,0,0,0
1185,458.0,c,1,0.0,3,304,0,0,0
1663,458.0,d,1,0.0,3,304,0,0,0
2210,458.0,e,1,0.0,3,304,0,0,0
2901,458.0,f,1,0.0,4,404,0,0,0
3341,458.0,g,0,0.0,4,404,0,0,0
3880,458.0,h,1,0.0,4,404,0,1000,1
4482,458.0,i,1,3.0,4,403,0,0,0
5026,458.0,j,1,2.0,4,403,0,0,0
5650,458.0,k,1,1.0,4,403,0,0,0
202,459.0,a,1,0.0,2,207,0,0,0
615,459.0,b,1,0.0,2,207,0,0,0
1186,459.0,c,1,0.0,3,304,0,0,0
1661,459.0,d,1,0.0,3,304,0,0,0
2208,459.0,e,1,0.0,3,304,0,0,0
2899,459.0,f,1,0.0,4,403,0,0,0
3389,459.0,g,1,0.0,4,403,0,0,0
3940,459.0,h,1,0.0,4,403,0,0,0
4390,459.0,i,1,3.0,4,405,0,0,0
4992,459.0,j,1,2.0,4,405,0,0,0
5578,459.0,k,1,1.0,4,405,0,0,0
201,460.0,a,0,0.0,2,207,1,0,0
614,460.0,b,1,0.0,2,207,1,0,0
1115,460.0,c,1,0.0,3,303,1,0,0
1750,460.0,d,1,0.0,3,303,1,0,0
2221,460.0,e,1,0.0,3,303,1,0,0
2683,460.0,f,1,3.0,3,303,1,0,0
3198,460.0,g,1,2.0,3,303,1,0,0
3797,460.0,h,1,1.0,3,303,1,0,0
4438,460.0,i,1,0.0,4,403,1,0,0
5049,460.0,j,1,0.0,4,403,1,0,0
5587,460.0,k,1,0.0,4,403,1,0,0
194,461.0,a,0,0.0,2,207,1,0,0
613,461.0,b,1,0.0,2,207,1,0,0
1205,461.0,c,0,0.0,3,304,1,0,0
1657,461.0,d,1,0.0,3,304,1,0,0
2204,461.0,e,1,0.0,3,304,1,0,0
2921,461.0,f,1,0.0,4,403,1,0,0
3386,461.0,g,1,0.0,4,403,1,0,0
3886,461.0,h,0,0.0,4,403,1,0,0
184,462.0,a,1,0.0,2,207,1,0,0
612,462.0,b,1,0.0,2,207,1,0,0
1137,462.0,c,1,0.0,3,303,1,0,0
1736,462.0,d,1,0.0,3,303,1,0,0
2218,462.0,e,1,0.0,3,303,1,0,0
2920,462.0,f,0,0.0,4,403,1,0,0
3385,462.0,g,1,0.0,4,403,1,0,0
3885,462.0,h,1,0.0,4,403,1,0,0
187,463.0,a,1,0.0,2,207,0,0,0
584,463.0,b,1,0.0,2,207,0,0,0
1216,463.0,c,1,0.0,3,305,0,0,0
1757,463.0,d,1,0.0,3,305,0,0,0
2151,463.0,e,1,0.0,3,305,0,0,0
2895,463.0,f,1,0.0,4,402,0,0,0
3437,463.0,g,1,0.0,4,402,0,0,0
3966,463.0,h,1,0.0,4,402,0,0,0
188,464.0,a,1,0.0,2,207,1,0,0
582,464.0,b,1,0.0,2,207,1,100,1
1124,464.0,c,1,0.0,3,339,1,0,0
1672,464.0,d,1,0.0,3,339,1,0,0
2178,464.0,e,1,0.0,3,339,1,100,1
189,465.0,a,1,0.0,2,207,1,10,1
581,465.0,b,1,0.0,2,207,1,0,0
1131,465.0,c,1,0.0,3,303,1,0,0
1730,465.0,d,1,0.0,3,303,1,0,0
2185,465.0,e,1,0.0,3,303,1,0,0
2867,465.0,f,1,0.0,4,404,1,0,0
3373,465.0,g,1,0.0,4,404,1,0,0
3852,465.0,h,1,0.0,4,404,1,0,0
4412,465.0,i,1,3.0,4,404,1,0,0
5077,465.0,j,1,2.0,4,404,1,0,0
5574,465.0,k,1,1.0,4,404,1,0,0
190,466.0,a,1,0.0,2,207,0,0,0
580,466.0,b,1,0.0,2,207,0,0,0
1201,466.0,c,1,0.0,3,304,0,0,0
1653,466.0,d,1,0.0,3,304,0,0,0
2173,466.0,e,1,0.0,3,304,0,0,0
2866,466.0,f,1,0.0,4,404,0,0,0
3372,466.0,g,1,0.0,4,404,0,0,0
3853,466.0,h,1,0.0,4,404,0,0,0
191,467.0,a,1,0.0,2,207,0,0,0
579,467.0,b,1,0.0,2,207,0,0,0
1130,467.0,c,1,0.0,3,303,0,0,0
1729,467.0,d,1,0.0,3,303,0,0,0
2184,467.0,e,1,0.0,3,303,0,0,0
2865,467.0,f,1,0.0,4,404,0,0,0
3371,467.0,g,1,0.0,4,404,0,0,0
3854,467.0,h,1,0.0,4,404,0,0,0
192,468.0,a,1,0.0,2,207,1,0,0
578,468.0,b,1,0.0,2,207,1,0,0
1200,468.0,c,1,0.0,3,304,1,0,0
1652,468.0,d,1,0.0,3,304,1,0,0
2172,468.0,e,1,0.0,3,304,1,0,0
2864,468.0,f,1,0.0,4,404,1,0,0
3370,468.0,g,1,0.0,4,404,1,0,0
3855,468.0,h,1,0.0,4,404,1,0,0
193,469.0,a,1,0.0,2,207,0,0,0
577,469.0,b,1,0.0,2,207,0,0,0
1139,469.0,c,1,0.0,3,303,0,0,0
1702,469.0,d,1,0.0,3,303,0,0,0
2182,469.0,e,1,0.0,3,303,0,0,0
2893,469.0,f,1,0.0,4,402,0,0,0
3446,469.0,g,1,0.0,4,402,0,0,0
3945,469.0,h,0,0.0,4,402,0,0,0
195,470.0,a,1,0.0,2,207,0,0,0
576,470.0,b,1,0.0,2,207,0,0,0
1199,470.0,c,1,0.0,3,304,0,0,0
1673,470.0,d,0,0.0,3,304,0,0,0
2171,470.0,e,1,0.0,3,304,0,0,0
2914,470.0,f,1,0.0,4,403,0,0,0
3380,470.0,g,1,0.0,4,403,0,0,0
3866,470.0,h,1,0.0,4,403,0,0,0
310,471.0,a,1,0.0,3,301,0,0,0
739,471.0,b,1,0.0,3,301,0,0,0
1298,471.0,c,1,0.0,4,401,0,0,0
1871,471.0,d,1,0.0,4,401,0,0,0
2345,471.0,e,1,0.0,4,401,0,0,0
331,472.0,a,1,0.0,3,301,1,0,0
738,472.0,b,1,0.0,3,301,1,0,0
1173,472.0,c,1,3.0,3,302,1,0,0
1650,472.0,d,1,2.0,3,302,1,0,0
2233,472.0,e,1,1.0,3,302,1,10,1
2888,472.0,f,1,0.0,4,403,1,0,0
3431,472.0,g,1,0.0,4,403,1,0,0
3922,472.0,h,1,0.0,4,403,1,0,0
332,473.0,a,1,0.0,3,301,0,0,0
712,473.0,b,1,0.0,3,301,0,0,0
1245,473.0,c,1,0.0,4,402,0,0,0
1820,473.0,d,1,0.0,4,402,0,0,0
2373,473.0,e,1,0.0,4,402,0,0,0
333,474.0,a,1,0.0,3,301,0,10,1
748,474.0,b,1,0.0,3,301,0,0,0
1295,474.0,c,1,0.0,4,401,0,0,0
1869,474.0,d,1,0.0,4,401,0,0,0
2343,474.0,e,1,0.0,4,401,0,0,0
334,475.0,a,1,0.0,3,301,0,0,0
711,475.0,b,1,0.0,3,301,0,0,0
1244,475.0,c,1,0.0,4,402,0,0,0
1819,475.0,d,1,0.0,4,402,0,0,0
2362,475.0,e,1,0.0,4,402,0,0,0
356,476.0,a,1,0.0,3,301,1,0,0
710,476.0,b,1,0.0,3,301,1,0,0
1242,476.0,c,1,0.0,4,402,1,0,0
1817,476.0,d,1,0.0,4,402,1,0,0
2359,476.0,e,1,0.0,4,402,1,0,0
355,477.0,a,1,0.0,3,301,0,0,0
709,477.0,b,0,0.0,3,301,0,0,0
1292,477.0,c,1,0.0,4,401,0,0,0
1866,477.0,d,1,0.0,4,401,0,0,0
2398,477.0,e,1,0.0,4,401,0,0,0
354,478.0,a,1,0.0,3,301,0,0,0
708,478.0,b,1,0.0,3,301,0,0,0
1240,478.0,c,1,0.0,4,402,0,0,0
1815,478.0,d,1,0.0,4,402,0,0,0
2357,478.0,e,1,0.0,4,402,0,0,0
353,479.0,a,1,0.0,3,301,0,0,0
707,479.0,b,1,0.0,3,301,0,0,0
1291,479.0,c,1,0.0,4,401,0,0,0
1865,479.0,d,1,0.0,4,401,0,0,0
2397,479.0,e,1,0.0,4,401,0,0,0
352,480.0,a,1,0.0,3,301,1,0,0
706,480.0,b,1,0.0,3,301,1,0,0
1162,480.0,c,1,3.0,3,302,1,0,0
1716,480.0,d,1,2.0,3,302,1,0,0
2243,480.0,e,1,1.0,3,302,1,0,0
2877,480.0,f,1,0.0,4,403,1,0,0
3393,480.0,g,1,0.0,4,403,1,0,0
3936,480.0,h,1,0.0,4,403,1,0,0
351,481.0,a,1,0.0,3,301,1,0,0
705,481.0,b,1,0.0,3,301,1,0,0
1290,481.0,c,1,0.0,4,401,1,0,0
1872,481.0,d,1,0.0,4,401,1,0,0
2396,481.0,e,1,0.0,4,401,1,0,0
350,482.0,a,1,0.0,3,301,0,0,0
704,482.0,b,1,0.0,3,301,0,0,0
1289,482.0,c,1,0.0,4,401,0,0,0
1864,482.0,d,1,0.0,4,401,0,0,0
2401,482.0,e,1,0.0,4,401,0,0,0
349,483.0,a,1,0.0,3,301,0,0,0
703,483.0,b,1,0.0,3,301,0,0,0
1286,483.0,c,1,0.0,4,401,0,0,0
1860,483.0,d,1,0.0,4,401,0,0,0
2342,483.0,e,1,0.0,4,401,0,0,0
348,484.0,a,1,0.0,3,301,0,0,0
702,484.0,b,1,0.0,3,301,0,0,0
1236,484.0,c,1,0.0,4,402,0,0,0
1811,484.0,d,1,0.0,4,402,0,0,0
2353,484.0,e,1,0.0,4,402,0,0,0
347,485.0,a,1,0.0,3,301,1,0,0
701,485.0,b,1,0.0,3,301,1,0,0
1235,485.0,c,1,0.0,4,402,1,0,0
1810,485.0,d,1,0.0,4,402,1,0,0
2352,485.0,e,1,0.0,4,402,1,0,0
357,486.0,a,1,0.0,3,301,0,0,0
700,486.0,b,1,0.0,3,301,0,0,0
1256,486.0,c,1,0.0,4,402,0,0,0
1809,486.0,d,1,0.0,4,402,0,0,0
2351,486.0,e,1,0.0,4,402,0,0,0
346,487.0,a,1,0.0,3,301,0,0,0
699,487.0,b,1,0.0,3,301,0,0,0
1257,487.0,c,1,0.0,4,402,0,0,0
1808,487.0,d,1,0.0,4,402,0,0,0
2339,487.0,e,1,0.0,4,402,0,0,0
344,488.0,a,1,0.0,3,301,0,0,0
698,488.0,b,1,0.0,3,301,0,0,0
1259,488.0,c,1,0.0,4,402,0,0,0
1806,488.0,d,1,0.0,4,402,0,0,0
2366,488.0,e,1,0.0,4,402,0,0,0
343,489.0,a,1,0.0,3,301,1,0,0
697,489.0,b,1,0.0,3,301,1,0,0
1296,489.0,c,1,0.0,4,401,1,0,0
1858,489.0,d,1,0.0,4,401,1,0,0
2340,489.0,e,1,0.0,4,401,1,0,0
342,490.0,a,1,0.0,3,301,0,0,0
696,490.0,b,1,0.0,3,301,0,0,0
1284,490.0,c,1,0.0,4,401,0,0,0
1857,490.0,d,1,0.0,4,401,0,0,0
2347,490.0,e,1,0.0,4,401,0,0,0
341,491.0,a,1,0.0,3,301,1,0,0
695,491.0,b,1,0.0,3,301,1,0,0
1270,491.0,c,1,0.0,4,401,1,0,0
1856,491.0,d,1,0.0,4,401,1,0,0
2348,491.0,e,1,0.0,4,401,1,0,0
340,492.0,a,1,0.0,3,301,0,0,0
694,492.0,b,1,0.0,3,301,0,0,0
1253,492.0,c,1,0.0,4,401,0,0,0
1853,492.0,d,1,0.0,4,401,0,0,0
2372,492.0,e,1,0.0,4,401,0,0,0
339,493.0,a,1,0.0,3,301,0,0,0
693,493.0,b,1,0.0,3,301,0,0,0
1250,493.0,c,1,0.0,4,401,0,0,0
1851,493.0,d,1,0.0,4,401,0,0,0
2369,493.0,e,1,0.0,4,401,0,0,0
338,494.0,a,1,0.0,3,301,1,0,0
692,494.0,b,1,0.0,3,301,1,0,0
1278,494.0,c,1,0.0,4,402,1,0,0
1824,494.0,d,1,0.0,4,402,1,0,0
2310,494.0,e,1,0.0,4,402,1,0,0
337,495.0,a,1,0.0,3,301,0,0,0
691,495.0,b,1,0.0,3,301,0,0,0
1248,495.0,c,1,0.0,4,401,0,0,0
1823,495.0,d,1,0.0,4,401,0,0,0
2367,495.0,e,1,0.0,4,401,0,0,0
336,496.0,a,1,0.0,3,301,0,0,0
690,496.0,b,1,0.0,3,301,0,0,0
1274,496.0,c,1,0.0,4,402,0,0,0
1849,496.0,d,1,0.0,4,402,0,0,0
2306,496.0,e,1,0.0,4,402,0,0,0
335,497.0,a,1,0.0,3,301,0,0,0
689,497.0,b,1,0.0,3,301,0,0,0
1282,497.0,c,1,0.0,4,402,0,0,0
1846,497.0,d,1,0.0,4,402,0,0,0
2303,497.0,e,1,0.0,4,402,0,0,0
389,498.0,a,1,0.0,3,302,0,0,0
716,498.0,b,1,0.0,3,302,0,0,0
1247,498.0,c,1,0.0,4,402,0,0,0
1822,498.0,d,1,0.0,4,402,0,0,0
2364,498.0,e,1,0.0,4,402,0,0,0
388,499.0,a,1,0.0,3,302,1,0,0
715,499.0,b,1,0.0,3,302,1,0,0
1157,499.0,c,1,3.0,3,301,1,0,0
1621,499.0,d,0,2.0,3,301,1,0,0
2270,499.0,e,1,1.0,3,301,1,0,0
2852,499.0,f,1,0.0,4,402,1,0,0
3410,499.0,g,1,0.0,4,402,1,0,0
3919,499.0,h,1,0.0,4,402,1,0,0
387,500.0,a,1,0.0,3,302,1,0,0
714,500.0,b,1,0.0,3,302,1,0,0
1246,500.0,c,1,0.0,4,402,1,0,0
1821,500.0,d,1,0.0,4,402,1,0,0
2363,500.0,e,1,0.0,4,402,1,0,0
386,501.0,a,1,0.0,3,302,0,0,0
713,501.0,b,1,0.0,3,302,0,0,0
1294,501.0,c,1,0.0,4,401,0,0,0
1868,501.0,d,1,0.0,4,401,0,0,0
2400,501.0,e,1,0.0,4,401,0,0,0
